GID,SEAS,Date,WEEK,V,H,PTSV,PTSH,Winner,Loser,home_win,Win_Margin,hGames,vGames,hWinP,vWinP
292900295,2009,10/17/2009,42,Campbell,Old Dominion,17,28,Old Dominion,Campbell,1,11,6,5,0.6667,0.2
292900301,2009,10/17/2009,42,Drake,San Diego,21,14,Drake,San Diego,0,7,5,5,0.6,0.8
292900302,2009,10/17/2009,42,Winston-Salem,UC Davis,14,45,UC Davis,Winston-Salem,1,31,5,5,0.4,0
292900304,2009,10/17/2009,42,N Colorado,Idaho State,30,7,N Colorado,Idaho State,0,23,6,4,0,0
292900311,2009,10/17/2009,42,Richmond,Maine,38,21,Richmond,Maine,0,17,6,5,0.5,1
292900328,2009,10/17/2009,42,Nevada,Utah State,35,32,Nevada,Utah State,0,3,5,5,0.2,0.4
292900333,2009,10/17/2009,42,South Carolina,Alabama,6,20,Alabama,South Carolina,1,14,6,6,1,0.8333
292900399,2009,10/17/2009,42,Bryant,Albany,17,20,Albany,Bryant,1,3,6,5,0.6667,0.6
292902005,2009,10/17/2009,42,Wyoming,Air Force,0,10,Air Force,Wyoming,1,10,6,6,0.5,0.6667
292902011,2009,10/17/2009,42,Grambling St,Alabama State,23,12,Grambling St,Alabama State,0,11,4,1,0.5,1
292902016,2009,10/17/2009,42,Alcorn State,Alabama A&M,34,16,Alcorn State,Alabama A&M,0,18,6,4,0.6667,0.25
292902050,2009,10/17/2009,42,Bowling Green,Ball State,31,17,Bowling Green,Ball State,0,14,6,6,0,0.3333
292902084,2009,10/17/2009,42,Akron,Buffalo,17,21,Buffalo,Akron,1,4,6,5,0.3333,0.2
292902086,2009,10/17/2009,42,Valparaiso,Butler,14,23,Butler,Valparaiso,1,9,5,5,1,0.2
292902110,2009,10/17/2009,42,SF Austin,Central Arkansas,33,30,SF Austin,Central Arkansas,0,3,5,3,0.8,0.6667
292902116,2009,10/17/2009,42,Miami (FL),UCF,27,7,Miami (FL),UCF,0,20,5,5,0.6,0.8
292902168,2009,10/17/2009,42,Davidson,Dayton,0,17,Dayton,Davidson,1,17,5,5,0.8,0.4
292902184,2009,10/17/2009,42,Central Connecticut State,Duquesne,31,24,Central Connecticut State,Duquesne,0,7,6,5,0.3333,0.8
292902197,2009,10/17/2009,42,Tenn Tech,Eastern Illinois,15,23,Eastern Illinois,Tenn Tech,1,8,5,3,0.6,0.3333
292902198,2009,10/17/2009,42,UT Martin,Eastern Kentucky,25,31,Eastern Kentucky,UT Martin,1,6,4,5,0.5,0.2
292902199,2009,10/17/2009,42,Kent State,Eastern Michigan,28,6,Kent State,Eastern Michigan,0,22,3,6,0,0.3333
292902229,2009,10/17/2009,42,Troy,Florida International,42,33,Troy,Florida International,0,9,4,5,0.25,0.6
292902241,2009,10/17/2009,42,Charleston Southern,Gardner-Webb,20,27,Gardner-Webb,Charleston Southern,1,7,5,5,0.6,0.4
292902287,2009,10/17/2009,42,Indiana State,Illinois State,21,38,Illinois State,Indiana State,1,17,6,6,0.3333,0
292902296,2009,10/17/2009,42,Texas Southern,Jackson State,19,17,Texas Southern,Jackson State,0,2,5,4,0.2,0
292902306,2009,10/17/2009,42,Texas A&M,Kansas State,14,62,Kansas State,Texas A&M,1,48,6,5,0.5,0.6
292902329,2009,10/17/2009,42,Yale,Lehigh,7,0,Yale,Lehigh,0,7,5,4,0.2,0.5
292902335,2009,10/17/2009,42,Coastal Carolina,Liberty,13,58,Liberty,Coastal Carolina,1,45,5,5,0.6,0.6
292902348,2009,10/17/2009,42,New Mexico St,Louisiana Tech,7,45,Louisiana Tech,New Mexico St,1,38,5,2,0.4,0.5
292902377,2009,10/17/2009,42,Northwestern St,McNeese State,23,51,McNeese State,Northwestern St,1,28,5,5,0.6,0
292902393,2009,10/17/2009,42,Mississippi St,Middle Tennessee,27,6,Mississippi St,Middle Tennessee,0,21,5,5,0.6,0.2
292902439,2009,10/17/2009,42,Utah,UNLV,35,15,Utah,UNLV,0,20,6,5,0.3333,0.8
292902447,2009,10/17/2009,42,Texas State,Nicholls State,34,28,Texas State,Nicholls State,0,6,5,5,0.2,0.4
292902450,2009,10/17/2009,42,Hampton,Norfolk State,6,46,Norfolk State,Hampton,1,40,5,5,0.4,0.6
292902460,2009,10/17/2009,42,S Illinois,Northern Iowa,27,20,S Illinois,Northern Iowa,0,7,6,3,0.8333,0.6667
292902502,2009,10/17/2009,42,Northern Arizona,Portland State,44,23,Northern Arizona,Portland State,0,21,5,2,0.2,1
292902504,2009,10/17/2009,42,Mississippi Valley State,PV A&M,0,38,PV A&M,Mississippi Valley State,1,38,3,0,0.6667,0
292902509,2009,10/17/2009,42,Ohio State,Purdue,18,26,Purdue,Ohio State,1,8,6,6,0.1667,0.8333
292902523,2009,10/17/2009,42,St Francis (PA),Robert Morris,0,28,Robert Morris,St Francis (PA),1,28,6,5,0,0.2
292902529,2009,10/17/2009,42,Monmouth,Sacred Heart,42,20,Monmouth,Sacred Heart,0,22,5,5,0.2,0.4
292902542,2009,10/17/2009,42,Bethune-Cookman,Savannah State,34,24,Bethune-Cookman,Savannah State,0,10,4,5,0.25,0.2
292902545,2009,10/17/2009,42,Sam Houston State,SE Louisiana,21,37,SE Louisiana,Sam Houston State,1,16,2,3,0,0.3333
292902567,2009,10/17/2009,42,Navy,SMU,38,35,Navy,SMU,0,3,5,6,0.6,0.6667
292902569,2009,10/17/2009,42,Florida A&M,S Carolina St,20,35,S Carolina St,Florida A&M,1,15,4,5,0.75,0.8
292902571,2009,10/17/2009,42,North Dakota State,South Dakota St,13,28,South Dakota St,North Dakota State,1,15,5,4,0.8,0.25
292902572,2009,10/17/2009,42,Memphis,Southern Miss,16,36,Southern Miss,Memphis,1,20,6,6,0.5,0.3333
292902582,2009,10/17/2009,42,Fort Valley St,Southern University,23,55,Southern University,Fort Valley St,1,32,2,0,1,0
292902628,2009,10/17/2009,42,Colorado State,TCU,6,44,TCU,Colorado State,1,38,5,6,1,0.5
292902634,2009,10/17/2009,42,Murray State,Tenn St,9,6,Murray State,Tenn St,0,3,6,5,0.5,0.2
292902649,2009,10/17/2009,42,Northern Illinois,Toledo,19,20,Toledo,Northern Illinois,1,1,6,4,0.5,0.75
292902655,2009,10/17/2009,42,Houston,Tulane,44,16,Houston,Tulane,0,28,5,5,0.4,0.8
292902678,2009,10/17/2009,42,Stony Brook,VMI,27,20,Stony Brook,VMI,0,7,5,6,0.2,0.3333
292902692,2009,10/17/2009,42,Sacramento State,Weber State,10,49,Weber State,Sacramento State,1,39,6,1,0.5,0
292902710,2009,10/17/2009,42,Missouri State,W Illinois,17,16,Missouri State,W Illinois,0,1,4,6,0.25,0.5
292902711,2009,10/17/2009,42,Central Michigan,W Michigan,34,23,Central Michigan,W Michigan,0,11,5,2,0.4,1
292902717,2009,10/17/2009,42,Citadel,W Carolina,10,14,W Carolina,Citadel,1,4,5,5,0,0.4
292902747,2009,10/17/2009,42,Appalachian State,Wofford,44,34,Appalachian State,Wofford,0,10,5,5,0.2,0.6
292942638,2009,10/21/2009,43,Tulsa,UTEP,24,28,UTEP,Tulsa,1,4,6,6,0.3333,0.6667
292950153,2009,10/22/2009,43,Florida State,North Carolina,30,27,Florida State,North Carolina,0,3,6,6,0.6667,0.3333
292952582,2009,10/22/2009,43,Prairie View A&M,Southern,16,14,Prairie View A&M,Southern,0,2,3,1,0.3333,1
292960349,2009,10/23/2009,43,Rutgers,Army,27,10,Rutgers,Army,0,17,7,6,0.4286,0.6667
292970012,2009,10/24/2009,43,UCLA,Arizona,13,27,Arizona,UCLA,1,14,6,6,0.6667,0.5
292970013,2009,10/24/2009,43,Dixie St,Cal Poly,14,44,Cal Poly,Dixie St,1,30,6,2,0.5,0
292970016,2009,10/24/2009,43,Montana,Sacramento St,45,30,Montana,Sacramento St,0,15,4,6,0.5,1
292970024,2009,10/24/2009,43,Arizona State,Stanford,14,33,Stanford,Arizona State,1,19,7,6,0.5714,0.6667
292970025,2009,10/24/2009,43,Washington St,California,17,49,California,Washington St,1,32,6,6,0.6667,0.1667
292970030,2009,10/24/2009,43,Oregon State,USC,36,42,USC,Oregon State,1,6,6,6,0.8333,0.6667
292970036,2009,10/24/2009,43,San Diego State,Colorado State,42,28,San Diego State,Colorado State,0,14,7,6,0.4286,0.3333
292970047,2009,10/24/2009,43,N Carolina A&T,Howard,30,19,N Carolina A&T,Howard,0,11,6,5,0.3333,0.4
292970050,2009,10/24/2009,43,Norfolk State,Florida A&M,20,34,Florida A&M,Norfolk State,1,14,6,6,0.6667,0.5
292970055,2009,10/24/2009,43,Eastern Illinois,Jacksonville St,28,20,Eastern Illinois,Jacksonville St,0,8,3,6,0.3333,0.6667
292970062,2009,10/24/2009,43,Boise State,Hawaii,54,9,Boise State,Hawaii,0,45,6,6,0.3333,1
292970077,2009,10/24/2009,43,Indiana,Northwestern,28,29,Northwestern,Indiana,1,1,7,7,0.5714,0.5714
