GID,Date,H,PTSH,V,PTSV,SEAS
283270344,11/22/2008,Mississippi St,31,Arkansas,28,2008
283330008,11/28/2008,Arkansas,31,LSU,30,2008
282430245,8/30/2008,Texas A&M,14,Arkansas State,18,2008
282502032,9/6/2008,Arkansas State,83,Texas Southern,10,2008
282572032,9/13/2008,Arkansas State,24,Southern Miss,27,2008
282642032,9/20/2008,Arkansas State,31,Middle Tennessee,14,2008
282710235,9/27/2008,Memphis,29,Arkansas State,17,2008
282852032,10/11/2008,Arkansas State,37,UL Monroe,29,2008
282920309,10/18/2008,LA-Lafayette,28,Arkansas State,23,2008
283132229,11/8/2008,FIU,22,Arkansas State,21,2008
283272032,11/22/2008,Arkansas State,28,Florida Atl,14,2008
283340249,11/29/2008,North Texas,28,Arkansas State,33,2008
283412653,12/6/2008,Troy,35,Arkansas State,9,2008
282432029,8/30/2008,Arkansas-Pine Bluff,7,AR-Monticello,21,2008
282502271,9/6/2008,Henderson St,34,Arkansas-Pine Bluff,0,2008
282572029,9/13/2008,Arkansas-Pine Bluff,17,Cent Arkansas,41,2008
282852029,10/11/2008,Arkansas-Pine Bluff,10,Jackson State,21,2008
282922029,10/18/2008,Arkansas-Pine Bluff,0,PV A&M,15,2008
282992029,10/25/2008,Arkansas-Pine Bluff,42,Lincoln (MO),0,2008
283062582,11/1/2008,Southern,31,Arkansas-Pine Bluff,24,2008
283132755,11/8/2008,Arkansas-Pine Bluff,7,Grambling St,28,2008
283202029,11/15/2008,Arkansas-Pine Bluff,34,Miss Valley St,0,2008
283342029,11/29/2008,Arkansas-Pine Bluff,28,Texas Southern,7,2008
282420349,8/29/2008,Army,7,Temple,35,2008
282500349,9/6/2008,Army,10,New Hampshire,28,2008
282710245,9/27/2008,Texas A&M,21,Army,17,2008
282782655,10/4/2008,Tulane,13,Army,44,2008
282850349,10/11/2008,Army,17,E Michigan,13,2008
282922084,10/18/2008,Buffalo,27,Army,24,2008
282990349,10/25/2008,Army,14,Louisiana Tech,7,2008
283130242,11/8/2008,Rice,38,Army,31,2008
283270164,11/22/2008,Rutgers,30,Army,3,2008
283410349,12/6/2008,Army,0,Navy,34,2008
282430002,8/30/2008,Auburn,34,UL Monroe,0,2008
282500002,9/6/2008,Auburn,27,Southern Miss,13,2008
282570344,9/13/2008,Mississippi St,2,Auburn,3,2008
282640002,9/20/2008,Auburn,21,LSU,26,2008
282710002,9/27/2008,Auburn,14,Tennessee,12,2008
282780238,10/4/2008,Vanderbilt,14,Auburn,13,2008
282970277,10/23/2008,West Virginia,34,Auburn,17,2008
283060145,11/1/2008,Ole Miss,17,Auburn,7,2008
283130002,11/8/2008,Auburn,37,UT Martin,20,2008
283200002,11/15/2008,Auburn,13,Georgia,17,2008
282412449,8/28/2008,North Dakota St,41,Austin Peay,6,2008
282500290,9/6/2008,Ga. Southern,34,Austin Peay,20,2008
282572046,9/13/2008,Austin Peay,15,Gardner-Webb,31,2008
282642046,9/20/2008,Austin Peay,17,UT Martin,31,2008
282712198,9/27/2008,E Kentucky,13,Austin Peay,10,2008
282782046,10/4/2008,Austin Peay,12,Murray State,32,2008
282922634,10/18/2008,Tenn St,37,Austin Peay,34,2008
282992046,10/25/2008,Austin Peay,31,Tenn Tech,28,2008
283060055,11/1/2008,Jacksonville St,35,Austin Peay,22,2008
283202197,11/15/2008,E Illinois,13,Austin Peay,15,2008
283272046,11/22/2008,Austin Peay,30,SE Missouri St,33,2008
282412050,8/28/2008,Ball State,48,Northeastern,14,2008
282492050,9/5/2008,Ball State,35,Navy,23,2008
282640084,9/20/2008,Indiana,20,Ball State,42,2008
282712050,9/27/2008,Ball State,41,Kent State,20,2008
282782649,10/4/2008,Toledo,0,Ball State,31,2008
282850098,10/11/2008,W Kentucky,7,Ball State,24,2008
282992050,10/25/2008,Ball State,38,E Michigan,16,2008
283102050,11/5/2008,Ball State,45,N Illinois,14,2008
283160193,11/11/2008,Miami (OH),16,Ball State,31,2008
283242117,11/19/2008,Cent Michigan,24,Ball State,31,2008
283302050,11/25/2008,Ball State,45,W Michigan,22,2008
283402084,12/5/2008,Ball State,24,Buffalo,42,2008
290060202,1/6/2009,Ball State,13,Tulsa,45,2008
282410239,8/28/2008,Baylor,13,Wake Forest,41,2008
282500239,9/6/2008,Baylor,51,Northwestern St,6,2008
282570239,9/12/2008,Baylor,45,Washington St,17,2008
282630041,9/19/2008,Connecticut,31,Baylor,28,2008
282780239,10/4/2008,Baylor,17,Oklahoma,49,2008
282850239,10/11/2008,Baylor,38,Iowa State,10,2008
282920197,10/18/2008,Oklahoma State,34,Baylor,6,2008
282990158,10/25/2008,Nebraska,32,Baylor,20,2008
283060239,11/1/2008,Baylor,28,Missouri,31,2008
283130251,11/8/2008,Texas,45,Baylor,21,2008
283200239,11/15/2008,Baylor,41,Texas A&M,21,2008
283342641,11/29/2008,Texas Tech,35,Baylor,28,2008
282572569,9/13/2008,S Carolina St,28,Bethune-Cookman,19,2008
282642065,9/20/2008,Bethune-Cookman,34,Savannah State,9,2008
282712065,9/27/2008,Bethune-Cookman,33,Norfolk State,17,2008
282782415,10/4/2008,Morgan State,27,Bethune-Cookman,31,2008
282852065,10/11/2008,Bethune-Cookman,20,Delaware State,26,2008
282992736,10/25/2008,Winston-Salem,6,Bethune-Cookman,27,2008
283062065,11/1/2008,Bethune-Cookman,24,N Carolina A&T,14,2008
283132261,11/8/2008,Hampton,6,Bethune-Cookman,17,2008
283202065,11/15/2008,Bethune-Cookman,14,Howard,12,2008
283270050,11/22/2008,Bethune-Cookman,35,Florida A&M,58,2008
282430068,8/30/2008,Boise State,49,Idaho State,7,2008
282570068,9/13/2008,Boise State,20,Bowling Green,7,2008
282642483,9/20/2008,Oregon,32,Boise State,37,2008
282750068,10/1/2008,Boise State,38,Louisiana Tech,3,2008
282852572,10/11/2008,Southern Miss,7,Boise State,24,2008
282910068,10/17/2008,Boise State,27,Hawaii,7,2008
282980023,10/24/2008,San Jose State,16,Boise State,33,2008
283060166,11/1/2008,New Mexico St,0,Boise State,49,2008
283130068,11/8/2008,Boise State,49,Utah State,14,2008
283200070,11/15/2008,Idaho,10,Boise State,45,2008
283272440,11/22/2008,Nevada,34,Boise State,41,2008
283330068,11/28/2008,Boise State,61,Fresno State,10,2008
283582628,12/23/2008,Boise State,16,TCU,17,2008
282432309,8/30/2008,Kent State,0,Boston College,21,2008
282500103,9/6/2008,Boston College,16,Georgia Tech,19,2008
282640103,9/20/2008,Boston College,34,UCF,7,2008
282710103,9/27/2008,Boston College,42,Rhode Island,0,2008
282780152,10/4/2008,NC State,31,Boston College,38,2008
282920103,10/18/2008,Boston College,28,Virginia Tech,23,2008
282990153,10/25/2008,North Carolina,45,Boston College,24,2008
283060103,11/1/2008,Boston College,21,Clemson,27,2008
283130103,11/8/2008,Boston College,17,Notre Dame,0,2008
283200052,11/15/2008,Florida State,17,Boston College,27,2008
283270154,11/22/2008,Wake Forest,21,Boston College,24,2008
283340103,11/29/2008,Boston College,28,Maryland,21,2008
283410259,12/6/2008,Boston College,12,Virginia Tech,30,2008
283660238,12/31/2008,Boston College,14,Vanderbilt,16,2008
282430221,8/30/2008,Pittsburgh,17,Bowling Green,27,2008
282500189,9/6/2008,Bowling Green,17,Minnesota,42,2008
282712751,9/27/2008,Wyoming,16,Bowling Green,45,2008
282780189,10/4/2008,Bowling Green,21,E Michigan,24,2008
282920189,10/18/2008,Bowling Green,20,Miami (OH),27,2008
282992459,10/25/2008,N Illinois,16,Bowling Green,13,2008
283060189,11/1/2008,Bowling Green,45,Kent State,30,2008
283130195,11/8/2008,Ohio,3,Bowling Green,28,2008
283260189,11/21/2008,Bowling Green,34,Buffalo,40,2008
283332649,11/28/2008,Toledo,10,Bowling Green,38,2008
282640225,9/20/2008,Brown,17,Stony Brook,7,2008
282710225,9/27/2008,Brown,24,Harvard,22,2008
282780227,10/4/2008,Rhode Island,37,Brown,13,2008
282850107,10/11/2008,Holy Cross,41,Brown,34,2008
282920163,10/18/2008,Princeton,10,Brown,31,2008
282990225,10/25/2008,Brown,27,Cornell,7,2008
283060219,11/1/2008,Pennsylvania,27,Brown,34,2008
283130225,11/8/2008,Brown,3,Yale,13,2008
283200159,11/15/2008,Dartmouth,16,Brown,45,2008
283270225,11/22/2008,Brown,41,Columbia,10,2008
282432115,8/30/2008,Cent Conn St,42,Bryant,35,2008
282502803,9/6/2008,Bryant,39,S Conn St,36,2008
282572803,9/13/2008,Bryant,20,Merrimack,7,2008
282642803,9/20/2008,Bryant,17,Monmouth,30,2008
282712681,9/27/2008,Wagner,14,Bryant,24,2008
282852368,10/11/2008,Marist,34,Bryant,7,2008
282922803,10/18/2008,Bryant,20,Robert Morris,7,2008
282990113,10/25/2008,Massachusetts,42,Bryant,7,2008
283062803,11/1/2008,Bryant,24,Duquesne,10,2008
283200314,11/15/2008,Iona,7,Bryant,23,2008
283272598,11/22/2008,St Francis (PA),0,Bryant,23,2008
282502083,9/6/2008,Bucknell,48,Duquesne,42,2008
282572523,9/13/2008,Robert Morris,14,Bucknell,17,2008
282642083,9/20/2008,Bucknell,20,Cornell,21,2008
282782368,10/4/2008,Marist,17,Bucknell,21,2008
282852083,10/11/2008,Bucknell,31,Hofstra,45,2008
282920046,10/18/2008,Georgetown,24,Bucknell,27,2008
282992083,10/25/2008,Bucknell,28,Colgate,52,2008
283060107,11/1/2008,Holy Cross,34,Bucknell,17,2008
283132083,11/8/2008,Bucknell,21,Lafayette,38,2008
283202329,11/15/2008,Lehigh,31,Bucknell,15,2008
283272083,11/22/2008,Bucknell,24,Fordham,21,2008
282412084,8/28/2008,Buffalo,42,UTEP,17,2008
282500221,9/6/2008,Pittsburgh,27,Buffalo,16,2008
282572084,9/13/2008,Buffalo,30,Temple,28,2008
282640142,9/20/2008,Missouri,42,Buffalo,21,2008
282712117,9/27/2008,Cent Michigan,27,Buffalo,25,2008
282852084,10/11/2008,Buffalo,28,W Michigan,34,2008
283020195,10/28/2008,Ohio,19,Buffalo,32,2008
283092084,11/4/2008,Buffalo,37,Miami (OH),17,2008
283332084,11/28/2008,Buffalo,21,Kent State,24,2008
290030041,1/3/2009,Buffalo,20,Connecticut,38,2008
282502790,9/6/2008,Albion,6,Butler,20,2008
282572086,9/13/2008,Butler,28,Franklin,31,2008
282712402,9/27/2008,Missouri S&T,15,Butler,41,2008
282782086,10/4/2008,Butler,21,Drake,15,2008
282852097,10/11/2008,Campbell,7,Butler,56,2008
282922674,10/18/2008,Valparaiso,21,Butler,48,2008
282992086,10/25/2008,Butler,31,Morehead State,21,2008
283062086,11/1/2008,Butler,9,Jacksonville,45,2008
283132086,11/8/2008,Butler,21,Dayton,28,2008
283200301,11/15/2008,San Diego,34,Butler,17,2008
283272166,11/22/2008,Davidson,46,Butler,34,2008
282430252,8/30/2008,BYU,41,Northern Iowa,17,2008
282500264,9/6/2008,Washington,27,BYU,28,2008
282570252,9/13/2008,BYU,59,UCLA,0,2008
282640252,9/20/2008,BYU,44,Wyoming,0,2008
282770328,10/3/2008,Utah State,14,BYU,34,2008
282850252,10/11/2008,BYU,21,New Mexico,3,2008
282902628,10/16/2008,TCU,32,BYU,7,2008
282990252,10/25/2008,BYU,42,UNLV,35,2008
283060036,11/1/2008,Colorado State,42,BYU,45,2008
283130252,11/8/2008,BYU,41,San Diego State,12,2008
283270254,11/22/2008,Utah,48,BYU,24,2008
282430021,8/30/2008,San Diego State,27,Cal Poly,29,2008
282500013,9/6/2008,Cal Poly,28,Montana,30,2008
282642466,9/20/2008,Northwestern St,18,Cal Poly,52,2008
282780013,10/4/2008,Cal Poly,49,South Dakota,22,2008
282922571,10/18/2008,South Dakota St,28,Cal Poly,42,2008
282990013,10/25/2008,Cal Poly,69,Southern Utah,41,2008
283060013,11/1/2008,Cal Poly,49,Idaho State,10,2008
283130013,11/8/2008,Cal Poly,49,N Carolina Cent,3,2008
283200013,11/15/2008,Cal Poly,51,UC Davis,28,2008
283270275,11/22/2008,Wisconsin,36,Cal Poly,35,2008
283340013,11/29/2008,Cal Poly,35,Weber State,49,2008
282430025,8/30/2008,California,38,Michigan State,31,2008
282500265,9/6/2008,Washington St,3,California,66,2008
282570120,9/13/2008,Maryland,35,California,27,2008
282710025,9/27/2008,California,42,Colorado State,7,2008
282990025,10/25/2008,California,41,UCLA,20,2008
283060025,11/1/2008,California,26,Oregon,16,2008
283130030,11/8/2008,USC,17,California,3,2008
283200204,11/15/2008,Oregon State,34,California,21,2008
283270025,11/22/2008,California,37,Stanford,16,2008
283410025,12/6/2008,California,48,Washington,7,2008
283620025,12/27/2008,California,24,Miami (FL),17,2008
282432097,8/30/2008,Campbell,6,Birmingham-Southern,12,2008
282500291,9/6/2008,Methodist,32,Campbell,21,2008
282570294,9/13/2008,Jacksonville,52,Campbell,0,2008
282642097,9/20/2008,Campbell,7,San Diego,43,2008
282712106,9/27/2008,Carthage,27,Campbell,36,2008
282782168,10/4/2008,Dayton,42,Campbell,0,2008
282922181,10/18/2008,Drake,45,Campbell,0,2008
283062097,11/1/2008,Campbell,0,Davidson,49,2008
283202097,11/15/2008,Campbell,14,Valparaiso,47,2008
283272413,11/22/2008,Morehead State,42,Campbell,7,2008
282412110,8/28/2008,Central Arkansas,38,Henderson St,14,2008
282502110,9/6/2008,Central Arkansas,24,UC Davis,21,2008
282642110,9/20/2008,Central Arkansas,51,Quincy,6,2008
282710202,9/27/2008,Tulsa,62,Central Arkansas,34,2008
282852110,10/11/2008,Central Arkansas,48,Sam Houston,46,2008
282920326,10/18/2008,Texas State,24,Central Arkansas,31,2008
282992110,10/25/2008,Central Arkansas,28,SE Louisiana,21,2008
283062447,11/1/2008,Nicholls State,20,Central Arkansas,17,2008
283132110,11/8/2008,Central Arkansas,42,Northwestern St,6,2008
283202617,11/15/2008,SF Austin,41,Central Arkansas,49,2008
283272110,11/22/2008,Central Arkansas,47,McNeese State,30,2008
282502449,9/6/2008,North Dakota St,50,Central Connecticut State,14,2008
282642115,9/20/2008,Central Connecticut State,35,N Carolina Cent,23,2008
282712169,9/27/2008,Delaware State,10,Central Connecticut State,28,2008
282782115,10/4/2008,Central Connecticut State,35,Wagner,10,2008
282922115,10/18/2008,Central Connecticut State,35,Duquesne,23,2008
282992405,10/25/2008,Monmouth,30,Central Connecticut State,20,2008
283062523,11/1/2008,Robert Morris,27,Central Connecticut State,14,2008
283132115,11/8/2008,Central Connecticut State,36,St Francis (PA),0,2008
283202529,11/15/2008,Sacred Heart,14,Central Connecticut State,49,2008
282412117,8/28/2008,Central Michigan,31,E Illinois,12,2008
282500061,9/6/2008,Georgia,56,Central Michigan,17,2008
282570195,9/13/2008,Ohio,28,Central Michigan,31,2008
282642509,9/20/2008,Purdue,32,Central Michigan,25,2008
282852117,10/11/2008,Central Michigan,24,Temple,14,2008
282922117,10/18/2008,Central Michigan,38,W Michigan,28,2008
282992649,10/25/2008,Toledo,23,Central Michigan,24,2008
283060084,11/1/2008,Indiana,34,Central Michigan,37,2008
283172459,11/12/2008,N Illinois,30,Central Michigan,33,2008
283332199,11/28/2008,E Michigan,56,Central Michigan,52,2008
283612117,12/26/2008,Central Michigan,21,Florida Atl,24,2008
282412390,8/28/2008,Miami (FL),52,Charleston Southern,7,2008
282502747,9/6/2008,Wofford,41,Charleston Southern,23,2008
282570193,9/13/2008,Miami (OH),38,Charleston Southern,27,2008
282712127,9/27/2008,Charleston Southern,27,N Greenville,0,2008
282782127,10/4/2008,Charleston Southern,13,Gardner-Webb,10,2008
282852542,10/11/2008,Savannah State,20,Charleston Southern,29,2008
282922619,10/18/2008,Stony Brook,20,Charleston Southern,19,2008
282992335,10/25/2008,Liberty,42,Charleston Southern,0,2008
283062127,11/1/2008,Charleston Southern,31,VMI,21,2008
283132127,11/8/2008,Charleston Southern,29,Presbyterian,18,2008
283202127,11/15/2008,Charleston Southern,48,Edward Waters,6,2008
283270324,11/22/2008,Coast Carolina,0,Charleston Southern,24,2008
282430201,8/30/2008,Oklahoma,57,Chattanooga,2,2008
282570052,9/13/2008,Florida State,46,Chattanooga,7,2008
282640236,9/20/2008,Chattanooga,3,Jacksonville St,31,2008
282710231,9/27/2008,Furman,35,Chattanooga,10,2008
282780236,10/4/2008,Chattanooga,28,Ga. Southern,52,2008
282852747,10/11/2008,Wofford,56,Chattanooga,7,2008
282920236,10/18/2008,Chattanooga,7,Elon,42,2008
283062717,11/1/2008,W Carolina,27,Chattanooga,7,2008
283202643,11/15/2008,Citadel,24,Chattanooga,21,2008
283270236,11/22/2008,Chattanooga,7,Samford,30,2008
282412132,8/28/2008,Cincinnati,40,E Kentucky,7,2008
282500201,9/6/2008,Oklahoma,52,Cincinnati,26,2008
282642132,9/20/2008,Cincinnati,45,Miami (OH),20,2008
282770276,10/3/2008,Marshall,10,Cincinnati,33,2008
282852132,10/11/2008,Cincinnati,13,Rutgers,10,2008
282990041,10/25/2008,Connecticut,40,Cincinnati,16,2008
283042132,10/30/2008,Cincinnati,24,South Florida,10,2008
283130277,11/8/2008,West Virginia,23,Cincinnati,26,2008
283190097,11/14/2008,Louisville,20,Cincinnati,28,2008
283272132,11/22/2008,Cincinnati,28,Pittsburgh,21,2008
283342132,11/29/2008,Cincinnati,30,Syracuse,10,2008
283410062,12/6/2008,Hawaii,24,Cincinnati,29,2008
290010259,1/1/2009,Cincinnati,7,Virginia Tech,20,2008
282500228,9/6/2008,Clemson,45,Citadel,17,2008
282642643,9/20/2008,Citadel,37,Princeton,24,2008
282712643,9/27/2008,Citadel,34,W Carolina,14,2008
282852643,10/11/2008,Citadel,23,Elon,27,2008
282920231,10/18/2008,Furman,34,Citadel,20,2008
282992535,10/25/2008,Samford,28,Citadel,10,2008
283062643,11/1/2008,Citadel,41,Ga. Southern,44,2008
283132747,11/8/2008,Wofford,33,Citadel,28,2008
283270057,11/22/2008,Florida,70,Citadel,19,2008
282570228,9/13/2008,Clemson,27,NC State,9,2008
282640228,9/20/2008,Clemson,54,S Carolina St,0,2008
282710228,9/27/2008,Clemson,17,Maryland,20,2008
282830154,10/9/2008,Wake Forest,12,Clemson,7,2008
282920228,10/18/2008,Clemson,17,Georgia Tech,21,2008
283130052,11/8/2008,Florida State,41,Clemson,27,2008
283200228,11/15/2008,Clemson,31,Duke,7,2008
283270258,11/22/2008,Virginia,3,Clemson,13,2008
283340228,11/29/2008,Clemson,31,South Carolina,14,2008
290010228,1/1/2009,Clemson,21,Nebraska,26,2008
282430213,8/30/2008,Penn State,66,Coastal Carolina,10,2008
282510324,9/7/2008,Coastal Carolina,19,Colgate,23,2008
282572405,9/13/2008,Monmouth,7,Coastal Carolina,26,2008
282640324,9/20/2008,Coastal Carolina,31,Towson,3,2008
282712448,9/27/2008,N Carolina A&T,7,Coastal Carolina,20,2008
282780324,10/4/2008,Coastal Carolina,38,Liberty,43,2008
282852678,10/11/2008,VMI,47,Coastal Carolina,20,2008
282920324,10/18/2008,Coastal Carolina,35,N Carolina Cent,10,2008
282990324,10/25/2008,Coastal Carolina,24,Stony Brook,28,2008
283132241,11/8/2008,Gardner-Webb,18,Coastal Carolina,23,2008
283202506,11/15/2008,Presbyterian,13,Coastal Carolina,21,2008
282432619,8/30/2008,Stony Brook,42,Colgate,26,2008
282572142,9/13/2008,Colgate,21,Furman,42,2008
282642142,9/20/2008,Colgate,34,Dartmouth,20,2008
282712230,9/27/2008,Fordham,24,Colgate,31,2008
282852142,10/11/2008,Colgate,27,Princeton,24,2008
282920172,10/18/2008,Cornell,22,Colgate,38,2008
283062142,11/1/2008,Colgate,21,Lafayette,13,2008
283132329,11/8/2008,Lehigh,33,Colgate,34,2008
283272142,11/22/2008,Colgate,28,Holy Cross,27,2008
283340222,11/29/2008,Villanova,55,Colgate,28,2008
282440038,8/31/2008,Colorado,38,Colorado State,17,2008
282500038,9/6/2008,Colorado,31,E Washington,24,2008
282620038,9/18/2008,Colorado,17,West Virginia,14,2008
282710052,9/27/2008,Florida State,39,Colorado,21,2008
282780038,10/4/2008,Colorado,14,Texas,38,2008
282852305,10/11/2008,Kansas,30,Colorado,14,2008
282920038,10/18/2008,Colorado,14,Kansas State,13,2008
282990142,10/25/2008,Missouri,58,Colorado,0,2008
283060245,11/1/2008,Texas A&M,24,Colorado,17,2008
283130038,11/8/2008,Colorado,28,Iowa State,24,2008
283200038,11/15/2008,Colorado,17,Oklahoma State,30,2008
283330158,11/28/2008,Nebraska,40,Colorado,31,2008
282500036,9/6/2008,Colorado State,23,Sacramento St,20,2008
282640036,9/20/2008,Colorado State,28,Houston,25,2008
282780036,10/4/2008,Colorado State,41,UNLV,28,2008
282850036,10/11/2008,Colorado State,7,TCU,13,2008
282920254,10/18/2008,Utah,49,Colorado State,16,2008
282990021,10/25/2008,San Diego State,34,Colorado State,38,2008
283200036,11/15/2008,Colorado State,20,New Mexico,6,2008
283272751,11/22/2008,Wyoming,20,Colorado State,31,2008
283550278,12/20/2008,Colorado State,40,Fresno State,35,2008
282640171,9/20/2008,Columbia,22,Fordham,29,2008
282710119,9/27/2008,Towson,31,Columbia,24,2008
282780171,10/4/2008,Columbia,24,Princeton,27,2008
282850171,10/11/2008,Columbia,3,Lafayette,13,2008
282920219,10/18/2008,Pennsylvania,15,Columbia,10,2008
282990171,10/25/2008,Columbia,21,Dartmouth,13,2008
283060043,11/1/2008,Yale,27,Columbia,12,2008
283130108,11/8/2008,Harvard,42,Columbia,28,2008
283200171,11/15/2008,Columbia,17,Cornell,7,2008
282410041,8/28/2008,Connecticut,35,Hofstra,3,2008
282500218,9/6/2008,Temple,9,Connecticut,12,2008
282570041,9/13/2008,Connecticut,45,Virginia,10,2008
282700097,9/26/2008,Louisville,21,Connecticut,26,2008
282780153,10/4/2008,North Carolina,38,Connecticut,12,2008
282920164,10/18/2008,Rutgers,12,Connecticut,10,2008
283060041,11/1/2008,Connecticut,13,West Virginia,35,2008
283200183,11/15/2008,Syracuse,14,Connecticut,39,2008
283280058,11/23/2008,South Florida,17,Connecticut,13,2008
283410041,12/6/2008,Connecticut,10,Pittsburgh,34,2008
282710172,9/27/2008,Cornell,17,Yale,14,2008
282782329,10/4/2008,Lehigh,24,Cornell,25,2008
282850108,10/11/2008,Harvard,38,Cornell,17,2008
283060172,11/1/2008,Cornell,26,Princeton,31,2008
283130172,11/8/2008,Cornell,37,Dartmouth,14,2008
283270172,11/22/2008,Cornell,6,Pennsylvania,23,2008
282710159,9/27/2008,Dartmouth,6,New Hampshire,42,2008
282780219,10/4/2008,Pennsylvania,23,Dartmouth,10,2008
282850159,10/11/2008,Dartmouth,7,Yale,34,2008
282920159,10/18/2008,Dartmouth,26,Holy Cross,44,2008
283060159,11/1/2008,Dartmouth,7,Harvard,35,2008
283270163,11/22/2008,Princeton,28,Dartmouth,10,2008
282502882,9/6/2008,UNC Pembroke,21,Davidson,9,2008
282572331,9/13/2008,Lenoir-Rhyne,16,Davidson,20,2008
282712166,9/27/2008,Davidson,38,Jacksonville,35,2008
282782413,10/4/2008,Morehead State,26,Davidson,13,2008
282852674,10/11/2008,Valparaiso,35,Davidson,29,2008
282922166,10/18/2008,Davidson,22,Dayton,41,2008
282992181,10/25/2008,Drake,20,Davidson,17,2008
283132166,11/8/2008,Davidson,24,San Diego,28,2008
283202166,11/15/2008,Davidson,19,Marist,24,2008
282442119,8/31/2008,Central St,12,Dayton,31,2008
282572168,9/13/2008,Dayton,23,Fordham,20,2008
282642168,9/20/2008,Dayton,31,Robert Morris,14,2008
282712184,9/27/2008,Duquesne,24,Dayton,16,2008
282852168,10/11/2008,Dayton,27,Drake,9,2008
282992168,10/25/2008,Dayton,43,Valparaiso,7,2008
283060301,11/1/2008,San Diego,22,Dayton,30,2008
283202168,11/15/2008,Dayton,13,Morehead State,14,2008
283270294,11/22/2008,Jacksonville,19,Dayton,14,2008
282430120,8/30/2008,Maryland,14,Delaware,7,2008
282570048,9/13/2008,Delaware,48,West Chester,20,2008
282640231,9/20/2008,Furman,23,Delaware,21,2008
282780113,10/4/2008,Massachusetts,17,Delaware,7,2008
282850048,10/11/2008,Delaware,10,Maine,27,2008
282920048,10/18/2008,Delaware,3,William & Mary,27,2008
282992275,10/25/2008,Hofstra,0,Delaware,17,2008
283060256,11/1/2008,James Madison,41,Delaware,7,2008
283130048,11/8/2008,Delaware,31,Towson,21,2008
283200257,11/15/2008,Richmond,31,Delaware,14,2008
283270048,11/22/2008,Delaware,7,Villanova,21,2008
282482169,9/4/2008,Delaware State,35,Florida A&M,28,2008
282572309,9/13/2008,Kent State,24,Delaware State,3,2008
282782169,10/4/2008,Delaware State,14,Hampton,17,2008
282922169,10/18/2008,Delaware State,42,N Carolina A&T,7,2008
282992415,10/25/2008,Morgan State,20,Delaware State,3,2008
283062169,11/1/2008,Delaware State,17,S Carolina St,23,2008
283132169,11/8/2008,Delaware State,26,Winston-Salem,27,2008
283202450,11/15/2008,Norfolk State,28,Delaware State,34,2008
283270047,11/22/2008,Howard,6,Delaware State,10,2008
282412181,8/28/2008,Drake,17,Upper Iowa,13,2008
282502329,9/6/2008,Lehigh,19,Drake,0,2008
282712181,9/27/2008,Drake,17,San Diego,43,2008
283132181,11/8/2008,Drake,19,Morehead State,15,2008
283200294,11/15/2008,Jacksonville,41,Drake,9,2008
283272674,11/22/2008,Valparaiso,0,Drake,32,2008
282430150,8/30/2008,Duke,31,James Madison,7,2008
282500150,9/6/2008,Duke,20,Northwestern,24,2008
282570150,9/13/2008,Duke,41,Navy,31,2008
282710150,9/27/2008,Duke,31,Virginia,3,2008
282780059,10/4/2008,Georgia Tech,27,Duke,0,2008
282920150,10/18/2008,Duke,31,Miami (FL),49,2008
282990238,10/25/2008,Vanderbilt,7,Duke,10,2008
283060154,11/1/2008,Wake Forest,33,Duke,30,2008
283130150,11/8/2008,Duke,17,NC State,27,2008
283270259,11/22/2008,Virginia Tech,14,Duke,3,2008
283340150,11/29/2008,Duke,20,North Carolina,28,2008
282642184,9/20/2008,Duquesne,21,St Francis (PA),7,2008
282852523,10/11/2008,Robert Morris,34,Duquesne,27,2008
282992184,10/25/2008,Duquesne,17,Sacred Heart,29,2008
283132681,11/8/2008,Wagner,0,Duquesne,14,2008
283202184,11/15/2008,Duquesne,14,Monmouth,37,2008
282430151,8/30/2008,East Carolina,27,Virginia Tech,22,2008
282500151,9/6/2008,East Carolina,24,West Virginia,3,2008
282572655,9/13/2008,Tulane,24,East Carolina,28,2008
282640152,9/20/2008,NC State,30,East Carolina,24,2008
282710151,9/27/2008,East Carolina,24,Houston,41,2008
282850258,10/11/2008,Virginia,35,East Carolina,20,2008
282920151,10/18/2008,East Carolina,30,Memphis,10,2008
283072116,11/2/2008,UCF,10,East Carolina,13,2008
283130151,11/8/2008,East Carolina,19,Marshall,16,2008
283202572,11/15/2008,Southern Miss,21,East Carolina,3,2008
283270005,11/22/2008,UAB,13,East Carolina,17,2008
283330151,11/28/2008,East Carolina,53,UTEP,21,2008
283410202,12/6/2008,Tulsa,24,East Carolina,27,2008
290020151,1/2/2009,East Carolina,19,Kentucky,25,2008
282500356,9/6/2008,Illinois,47,Eastern Illinois,21,2008
282572197,9/13/2008,Eastern Illinois,38,Indiana State,3,2008
282642287,9/20/2008,Illinois State,21,Eastern Illinois,25,2008
282712197,9/27/2008,Eastern Illinois,10,Jacksonville St,23,2008
282832630,10/9/2008,UT Martin,29,Eastern Illinois,26,2008
282922197,10/18/2008,Eastern Illinois,24,SE Missouri St,21,2008
282992198,10/25/2008,E Kentucky,20,Eastern Illinois,7,2008
283062197,11/1/2008,Eastern Illinois,34,Murray State,6,2008
283132634,11/8/2008,Tenn St,45,Eastern Illinois,24,2008
283272635,11/22/2008,Tenn Tech,20,Eastern Illinois,38,2008
282502198,9/6/2008,Eastern Kentucky,13,W Kentucky,37,2008
